Hello
Hide Table  Update CSV
category;mcc;edited_description
undefined;5047;Medical, Dental Ophthalmic, Hospital Equipment and Supplies
undefined;5051;Metal Service Centers and Offices
undefined;5065;Electrical Parts and Equipment
undefined;5072;Hardware Equipment and Supplies
undefined;5074;Plumbing and Heating Equipment and Supplies
undefined;5085;Industrial Supplies, Not Elsewhere Classified
undefined;5094;Precious Stones and Metals, Watches and Jewelry
undefined;5099;Durable Goods, Not Elsewhere Classified
undefined;5111;Stationery, Office Supplies, Printing, and Writing Paper
undefined;5122;Drugs, Drug Proprietors, and Druggist’s Sundries
undefined;5131;Piece Goods, Notions, and Other Dry Goods
undefined;5137;Men’s Women’s and Children’s Uniforms and Commercial Clothing
undefined;5139;Commercial Footwear
undefined;5169;Chemicals and Allied Products, Not Elsewhere Classified
undefined;5172;Petroleum and Petroleum Products
undefined;5192;Books, Periodicals, and Newspapers
undefined;5193;Florists’ Supplies, Nursery Stock and Flowers
undefined;5198;Paints, Varnishes, and Supplies
undefined;5199;Non-durable Goods, Not Elsewhere Classified
undefined;5200;Home Supply Warehouse Stores
undefined;5211;Lumber and Building Materials Stores
undefined;5231;Glass, Paint, and Wallpaper Stores
undefined;5251;Hardware Stores
undefined;5261;Nurseries – Lawn and Garden Supply Store
undefined;5271;Mobile Home Dealers
undefined;5300;Wholesale Clubs
undefined;5309;Duty Free Store
undefined;5310;Discount Stores
undefined;5311;Department Stores
undefined;5331;Variety Stores
undefined;5399;Misc. General Merchandise
undefined;5411;Grocery Stores, Supermarkets
undefined;5422;Meat Provisioners – Freezer and Locker
undefined;5441;Candy, Nut, and Confectionery Stores
undefined;5451;Dairy Products Stores
undefined;5462;Bakeries
undefined;5499;Misc. Food Stores – Convenience Stores and Specialty Markets
undefined;5511;Car and Truck Dealers (New and Used) Sales, Service, Repairs, Parts, and Leasing
undefined;5521;Automobile and Truck Dealers (Used Only)
undefined;5531;Automobile Supply Stores
undefined;5532;Automotive Tire Stores
undefined;5533;Automotive Parts, Accessories Stores
undefined;5541;Service Stations ( with or without ancillary services)
undefined;5542;Automated Fuel Dispensers
undefined;5551;Boat Dealers
undefined;5561;Recreational and Utility Trailers, Camp Dealers
undefined;5571;Motorcycle Dealers
undefined;5592;Motor Home Dealers
undefined;5598;Snowmobile Dealers
undefined;5599;Miscellaneous Auto Dealers 
undefined;5611;Men’s and Boy’s Clothing and Accessories Stores
undefined;5621;Women’s Ready-to-Wear Stores
undefined;5631;Women’s Accessory and Specialty Shops
undefined;5641;Children’s and Infant’s Wear Stores
undefined;5651;Family Clothing Stores
undefined;5655;Sports Apparel, Riding Apparel Stores
undefined;5661;Shoe Stores
undefined;5681;Furriers and Fur Shops
undefined;5691;Men’s and Women’s Clothing Stores
undefined;5697;Tailors, Seamstress, Mending, and Alterations
undefined;5698;Wig and Toupee Stores
undefined;5699;Miscellaneous Apparel and Accessory Shops
undefined;5712;Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances
undefined;5713;Floor Covering Stores
undefined;5714;Drapery, Window Covering and Upholstery Stores
undefined;5718;Fireplace, Fireplace Screens, and Accessories Stores
undefined;5719;Miscellaneous Home Furnishing Specialty Stores
undefined;5722;Household Appliance Stores
undefined;5732;Electronic Sales
undefined;5733;Music Stores, Musical Instruments, Piano Sheet Music
undefined;5734;Computer Software Stores
undefined;5735;Record Shops
undefined;5811;Caterers
undefined;5812;Eating places and Restaurants
undefined;5813;Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail lounges, Nightclubs and Discotheques
undefined;5814;Fast Food Restaurants
undefined;5815;Digital Goods: Media, Books, Movies, Music
undefined;5816;Digital Goods: Games
undefined;5817;Digital Goods: Applications (Excludes Games)
undefined;5818;Digital Goods: Large Digital Goods Merchant
undefined;5832;Antique Shops – Sales, Repairs, and Restoration Services
undefined;5912;Drug Stores and Pharmacies
undefined;5921;Package Stores – Beer, Wine, and Liquor
undefined;5931;Used Merchandise and Secondhand Stores
undefined;5932;Antique Shops
undefined;5933;Pawn Shops and Salvage Yards
undefined;5935;Wrecking and Salvage Yards
undefined;5937;Antique Reproductions
undefined;5940;Bicycle Shops – Sales and Service
undefined;5941;Sporting Goods Stores
undefined;5942;Book Stores
undefined;5943;Stationery Stores, Office and School Supply Stores
undefined;5944;Watch, Clock, Jewelry, and Silverware Stores
undefined;5945;Hobby, Toy, and Game Shops
undefined;5946;Camera and Photographic Supply Stores
undefined;5947;Card Shops, Gift, Novelty, and Souvenir Shops
undefined;5948;Leather Foods Stores
undefined;5949;Sewing, Needle, Fabric, and Price Goods Stores
undefined;5950;Glassware/Crystal Stores
undefined;5960;Direct Marketing- Insurance Service
undefined;5961;Mail Order Houses Including Catalog Order Stores, Book/Record Clubs (No longer permitted for U.S. original presentments)
undefined;5962;Direct Marketing – Travel Related Arrangements Services
undefined;5963;Door-to-Door Sales
undefined;5964;Direct Marketing – Catalog Merchant
undefined;5965;Direct Marketing – Catalog and Catalog and Retail Merchant
undefined;5966;Direct Marketing- Outbound Telemarketing Merchant
undefined;5967;Direct Marketing – Inbound Teleservices Merchant
undefined;5968;Direct Marketing – Continuity/Subscription Merchant
undefined;5969;Direct Marketing – Not Elsewhere Classified
undefined;5970;Artist’s Supply and Craft Shops
undefined;5971;Art Dealers and Galleries
undefined;5972;Stamp and Coin Stores – Philatelic and Numismatic Supplies
undefined;5973;Religious Goods Stores
undefined;5975;Hearing Aids – Sales, Service, and Supply Stores
undefined;5976;Orthopedic Goods Prosthetic Devices
undefined;5977;Cosmetic Stores
undefined;5978;Typewriter Stores – Sales, Rental, Service
undefined;5983;Fuel – Fuel Oil, Wood, Coal, Liquefied Petroleum
undefined;5992;Florists
undefined;5993;Cigar Stores and Stands
undefined;5994;News Dealers and Newsstands
undefined;5995;Pet Shops, Pet Foods, and Supplies Stores
undefined;5996;Swimming Pools – Sales, Service, and Supplies
undefined;5997;Electric Razor Stores – Sales and Service
undefined;5998;Tent and Awning Shops
undefined;5999;Miscellaneous and Specialty Retail Stores
undefined;6010;Financial Institutions – Manual Cash Disbursements
undefined;6011;Financial Institutions – Manual Cash Disbursements
undefined;6012;Financial Institutions – Merchandise and Services
undefined;6051;Non-Financial Institutions – Foreign Currency, Money Orders (not wire transfer) and Travelers Cheques
undefined;6211;Security Brokers/Dealers
undefined;6300;Insurance Sales, Underwriting, and Premiums
undefined;6381;Insurance Premiums, (no longer valid for first presentment work)
undefined;6399;Insurance, Not Elsewhere Classified ( no longer valid forfirst presentment work)
undefined;6513;Real Estate Agents and Managers - Rentals
undefined;7011;Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)
undefined;7012;Timeshares
undefined;7032;Sporting and Recreational Camps
undefined;7033;Trailer Parks and Camp Grounds
undefined;7210;Laundry, Cleaning, and Garment Services
undefined;7211;Laundry – Family and Commercial
undefined;7216;Dry Cleaners
undefined;7217;Carpet and Upholstery Cleaning
undefined;7221;Photographic Studios
undefined;7230;Barber and Beauty Shops
undefined;7251;Shop Repair Shops and Shoe Shine Parlors, and Hat Cleaning Shops
undefined;7261;Funeral Service and Crematories
undefined;7273;Dating and Escort Services
undefined;7276;Tax Preparation Service
undefined;7277;Counseling Service – Debt, Marriage, Personal
undefined;7278;Buying/Shopping Services, Clubs
undefined;7296;Clothing Rental – Costumes, Formal Wear, Uniforms
undefined;7297;Massage Parlors
undefined;7298;Health and Beauty Shops
undefined;7299;Miscellaneous Personal Services ( not elsewhere classifies)
undefined;7311;Advertising Services
undefined;7321;Consumer Credit Reporting Agencies
undefined;7332;Blueprinting and Photocopying Services
undefined;7333;Commercial Photography, Art and Graphics
undefined;7338;Quick Copy, Reproduction and Blueprinting Services
undefined;7339;Stenographic and Secretarial Support Services
undefined;7342;Exterminating and Disinfecting Services
undefined;7349;Cleaning and Maintenance, Janitorial Services
undefined;7361;Employment Agencies, Temporary Help Services
undefined;7372;Computer Programming, Integrated Systems Design and Data Processing Services
undefined;7375;Information Retrieval Services
undefined;7379;Computer Maintenance and Repair Services, Not Elsewhere Classified
undefined;7392;Management, Consulting, and Public Relations Services
undefined;7393;Protective and Security Services – Including Armored Carsand Guard Dogs
undefined;7394;Equipment Rental and Leasing Services, Tool Rental, Furniture Rental, and Appliance Rental
undefined;7395;Photofinishing Laboratories, Photo Developing
undefined;7399;Business Services, Not Elsewhere Classified
undefined;7511;Truck Stop
undefined;7512;Car Rental Companies ( Not Listed Below)
undefined;7513;Truck and Utility Trailer Rentals
undefined;7519;Motor Home and Recreational Vehicle Rentals
undefined;7523;Automobile Parking Lots and Garages
undefined;7531;Automotive Body Repair Shops
undefined;7534;Tire Re-treading and Repair Shops
undefined;7535;Paint Shops – Automotive
undefined;7538;Automotive Service Shops
undefined;7542;Car Washes
undefined;7549;Towing Services
undefined;7622;Radio Repair Shops
undefined;7623;Air Conditioning and Refrigeration Repair Shops
undefined;7629;Electrical And Small Appliance Repair Shops
undefined;7631;Watch, Clock, and Jewelry Repair
undefined;7641;Furniture, Furniture Repair, and Furniture Refinishing
undefined;7692;Welding Repair
undefined;7699;Repair Shops and Related Services –Miscellaneous
undefined;7800;Government-Owned Lotteries
undefined;7801;Government-Licensed On-Line Casinos (On-Line Gambling)
undefined;7802;Government-Licensed Horse/Dog Racing
undefined;7829;Motion Pictures and Video Tape Production and Distribution
undefined;7832;Motion Picture Theaters
undefined;7841;Video Tape Rental Stores
undefined;7911;Dance Halls, Studios and Schools
undefined;7922;Theatrical Producers (Except Motion Pictures), Ticket Agencies
undefined;7929;Bands, Orchestras, and Miscellaneous Entertainers (Not Elsewhere Classified)
undefined;7932;Billiard and Pool Establishments
undefined;7933;Bowling Alleys
undefined;7941;Commercial Sports, Athletic Fields, Professional Sport Clubs, and Sport Promoters
undefined;7991;Tourist Attractions and Exhibits
undefined;7992;Golf Courses – Public
undefined;7993;Video Amusement Game Supplies
undefined;7994;Video Game Arcades/Establishments
undefined;7995;Betting (including Lottery Tickets, Casino Gaming Chips, Off-track Betting and Wagers at Race Tracks)
undefined;7996;Amusement Parks, Carnivals, Circuses, Fortune Tellers
undefined;7997;Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses
undefined;7998;Aquariums, Sea-aquariums, Dolphinariums
undefined;7999;Recreation Services (Not Elsewhere Classified)
undefined;8011;Doctors and Physicians (Not Elsewhere Classified)
undefined;8021;Dentists and Orthodontists
undefined;8031;Osteopaths
undefined;8041;Chiropractors
undefined;8042;Optometrists and Ophthalmologists
undefined;8043;Opticians, Opticians Goods and Eyeglasses
undefined;8044;Opticians, Optical Goods, and Eyeglasses (no longer validfor first presentments)
undefined;8049;Podiatrists and Chiropodists
undefined;8050;Nursing and Personal Care Facilities
undefined;8062;Hospitals
undefined;8071;Medical and Dental Laboratories
undefined;8099;Medical Services and Health Practitioners (Not Elsewhere Classified)
undefined;8111;Legal Services and Attorneys
undefined;8211;Elementary and Secondary Schools
undefined;8220;Colleges, Junior Colleges, Universities, and ProfessionalSchools
undefined;8241;Correspondence Schools
undefined;8244;Business and Secretarial Schools
undefined;8249;Vocational Schools and Trade Schools
undefined;8299;Schools and Educational Services ( Not Elsewhere Classified)
undefined;8351;Child Care Services
undefined;8398;Charitable and Social Service Organizations
undefined;8641;Civic, Fraternal, and Social Associations
undefined;8651;Political Organizations
undefined;8661;Religious Organizations
undefined;8675;Automobile Associations
undefined;8699;Membership Organizations ( Not Elsewhere Classified)
undefined;8734;Testing Laboratories ( non-medical)
undefined;8911;Architectural – Engineering and Surveying Services
undefined;8931;Accounting, Auditing, and Bookkeeping Services
undefined;8999;Professional Services ( Not Elsewhere Defined)
undefined;9211;Court Costs, including Alimony and Child Support
undefined;9222;Fines
undefined;9223;Bail and Bond Payments
undefined;9311;Tax Payments
undefined;9399;Government Services ( Not Elsewhere Classified)
undefined;9402;Postal Services – Government Only
undefined;9405;Intra – Government Transactions
undefined;9700;Automated Referral Service ( For Visa Only)
undefined;9701;Visa Credential Service ( For Visa Only)
undefined;9702;GCAS Emergency Services ( For Visa Only)
undefined;9950;Intra – Company Purchases ( For Visa Only)
